Name,Current price,Change(%),Open,High,Low,Volume
WHERE FOOD COMES FROM INC.,13.09,8.09,12.25,13.1,12.25,4939
NEXT TECHNOLOGY HOLDING INC.,4.35,10.91,4.27,4.35,4.2,4929
ARROWMARK FINANCIAL,18.31,10.05,18.26,18.39,18.26,4920
OAK WOODS ACQUISITION,10.79,0.0,10.79,10.8,10.79,4886
METALPHA TECHNOLOGY HOLDING,1.42,0.0,1.4,1.48,1.4,4875
CARECLOUD,7.9,0.0,7.98,7.99,7.88,4860
SILVER SPIKE INVESTMENT,11.37,0.44,11.21,11.54,11.21,4802
VITRU LTD.,9.19,3.96,8.84,9.28,8.66,4760
YUNJI INC. ADS,0.7377,2.46,0.7,0.7377,0.7,4754
ANGHAMI INC.,1.11,0.0,1.13,1.13,1.09,4726
OAK VALLEY BANCORP (CA),24.3,0.83,24.02,24.3,24.02,4723
FAT BRANDS,14.04,10.35,14.15,14.16,14.02,4718
APREA THERAPEUTICS INC.,5.3,5.58,5.2,5.3,5.19,4692
TCTM KIDS IT EDUCATION,1.45,0.69,1.43,1.48,1.43,4661
ONCOCYTE CORP.,2.83,0.0,2.86,2.86,2.71,4627
HUDSON GLOBAL INC.,16.24,2.33,15.7,16.26,15.5,4626
WHEELER REAL ESTATE INVESTMENT TRUST,2.1,8.25,1.95,2.2,1.95,4579
RED RIVER BANCSHARES INC.,46.2,10.02,46.16,46.57,45.89,4566
DENALI CAPITAL ACQUISITION,6.46,18.5,6.85,7.01,5.95,4508
ALPHA STAR ACQUISITION,11.44,0.0,11.44,11.44,11.44,4487
SAI.TECH GLOBAL,0.95,2.15,0.98,0.98,0.91,4487
MILLENNIUM GROUP INTERNATIONAL HLD.,1.38,11.43,1.35,1.38,1.35,4444
ART S-WAY MANUFACTURING CO.,1.77,10.56,1.79,1.8,1.77,4433
ZW DATA ACTION TECHNOLOGIES,0.83,7.85,0.75,0.83,0.75,4427
DUET ACQUISITION,11.05,0.0,11.03,11.05,11.03,4401
ESH ACQUISITION,10.4,0.0,10.4,10.4,10.4,4392
VAST RENEWABLES LTD.,2.77,11.77,2.75,2.77,2.72,4372
ROTH CH ACQUISITION V CO.,10.97,0.0,10.94,10.97,10.92,4334
NCS MULTISTAGE HLD.,17.98,4.6,16.98,18.08,16.94,4324
FENBO HOLDINGS LTD.,12.3,2.5,12.6,12.6,12.29,4311
IONEER LTD ADS,6.4,1.27,6.31,6.5,6.3,4297
ALPHATIME ACQUISITION CORP UNIT,11.13,0.0,11.3,11.8,11.1,4291
PULMATRIX INC.,1.89,13.57,1.92,1.96,1.87,4285
FORTRESS BIOTECH,15.6,4.56,15.69,15.95,15.46,4279
IPERIONX LTD.,14.19,11.46,14.41,14.5,14.19,4226
PRIMEENERGY RESOURCES,110.99,5.03,111.34,116.29,105.67,4218
EDUCATIONAL DEVELOPMENT,1.89,13.57,1.95,1.98,1.89,4186
ELECTROCORE INC.,6.84,11.01,6.8,6.87,6.62,4179
GOLDENSTONE ACQUISITION,11.11,0.0,11.12,11.12,11.11,4125
IX ACQUISITION,11.35,0.0,11.35,11.35,11.35,4081
HAWTHORN BANCSHARES INC.,19.01,1.22,18.61,19.18,18.5,4065
CFSB BANCORP INC.,6.95,5.3,6.79,6.95,6.78,4059
ZIONS BANCORP.,25.92,0.31,25.82,25.93,25.82,4056
SOLUNA HLD.,2.66,11.48,2.43,2.66,2.43,4034
GLADSTONE INVESTMENT,25.49,10.04,25.36,25.5,25.32,4021
MYNARIC AG ADS,4.78,0.0,5.08,5.08,4.78,4010
INSIGHT ACQUISITION,10.5,0.0,10.52,10.52,10.5,4000
DIVERSIFIED HEALTHCARE TRUST 5.625% SE,12.95,1.65,12.6,12.96,12.6,3996
EZFILL HOLDINGS INC.,2.41,13.98,2.52,2.58,2.4,3989
AGNC INVESTMENT,25.76,0.51,25.64,25.76,25.64,3983
UNITED COMMUNITY BANKS,23.76,0.04,23.65,23.83,23.64,3969
SPARK I ACQUISITION,10.28,10.48,10.31,10.31,10.28,3912
NEUROMETRIX INC.,3.96,2.86,3.8,3.96,3.8,3909
NEXGEL INC,2.35,2.17,2.25,2.35,2.25,3872
BUKIT JALIL GLOBAL ACQUISITION 1,10.6,0.09,10.65,10.65,10.6,3856
BANK OF THE JAMES FINANCIAL GROUP,11.0,0.46,10.85,11.02,10.74,3830
ORANGE COUNTY BANCORP INC.,47.83,2.97,46.1,49.62,46.1,3813
HANOVER BANCORP INC.,16.5,0.0,16.5,16.57,16.5,3788
ZK INTERNATIONAL GROUP CO. LTD ORD.,0.648,14.71,0.676,0.676,0.648,3784
NANOBIOTIX S.A. ADSS,6.6,10.15,6.89,7.14,6.35,3754
RF INDUSTRIES LTD.,3.19,0.31,3.18,3.19,3.18,3753
SNAIL INC.,0.821,18.77,0.8487,0.8998,0.81,3722
HEALTHCARE TRUST,14.02,10.57,14.2,14.26,14.0,3721
ENSTAR GROUP LTD.,24.15,0.62,24.13,24.23,24.01,3717
SENECA FOODS CORP.,61.82,3.02,59.14,61.82,59.09,3648
CHAMPIONS ONCOLOGY INC.,4.52,12.38,4.5,4.77,4.5,3640
BANNIX ACQUISITION,10.99,0.0,10.94,10.99,10.94,3639
NUZEE INC.,1.85,0.0,1.85,1.89,1.85,3604
MARKER THERAPEUTICS INC.,4.14,1.72,4.08,4.24,4.08,3574
HEALTHCARE TRUST,14.9,0.27,15.0,15.0,14.9,3559
BRIDGFORD FOODS,10.14,11.27,10.24,10.24,10.1,3554
BAYVIEW ACQUISITION CORP UNIT,11.39,0.0,10.45,11.5,10.45,3552
FIRST SEACOAST BANCORP INC.,9.23,1.32,9.28,9.28,9.23,3527
SENSTAR TECHNOLOGIES,1.48,12.63,1.52,1.53,1.48,3515
BT BRANDS INC.,1.32,0.0,1.44,1.44,1.32,3475
PIXIE DUST TECHNOLOGIES,2.38,12.06,2.41,2.43,2.38,3475
HARROW,26.44,0.72,26.25,26.45,26.25,3469
FIRST US BANCSHARES INC.,9.7,11.02,9.81,10.1,9.7,3460
WAH FU EDUCATION GROUP,1.86,2.2,1.84,1.89,1.84,3450
ENTERPRISE FINANCIAL SERVICES,19.8,1.54,19.53,19.8,19.53,3448
AIR T,16.17,0.0,16.2,16.73,16.13,3443
CHENGHE ACQUISITION I CO.,11.37,0.0,11.37,11.39,11.37,3441
MARS ACQUISITION,10.88,15.39,11.24,11.25,10.88,3432
MDJM LTD,1.19,17.75,1.16,1.24,1.16,3429
FOSSIL GROUP,9.9,10.1,10.14,10.14,9.9,3423
GREENPRO CAPITAL,1.21,0.0,1.2,1.24,1.18,3413
OXFORD SQUARE CAPITAL,22.76,10.31,22.83,22.97,22.76,3391
FIRST CAPITAL INC.,30.49,0.36,30.0,30.5,29.71,3390
RICHMOND MUTUAL BANCORP.,11.95,10.75,11.92,12.1,11.76,3345
METAL SKY STAR ACQUISITION,0.0836,0.0,0.0797,0.0913,0.0681,3305
RAND CAPITAL CORP.,15.11,10.98,15.48,15.72,15.11,3285
STEAKHOLDER FOODS,4.51,1.12,4.45,4.62,4.35,3258
CHS,26.81,0.94,26.69,26.81,26.64,3223
SHAPEWAYS HOLDINGS INC.,1.23,6.03,1.16,1.23,1.12,3193
INTENSITY THERAPEUTICS INC.,5.05,10.39,5.07,5.07,4.96,3192
GUARDION HEALTH SCIENCES INC.,9.25,1.65,9.17,9.29,9.17,3182
PLUMAS BANCORP,35.54,0.74,35.47,35.82,35.47,3176
QUETTA ACQUISITION,10.29,0.0,10.29,10.29,10.29,3164
GENENTA SCIENCE S.P.A. ADS,3.3,0.0,3.3,3.3,3.3,3131
CHEMUNG FINANCIAL CORP,43.8,1.2,43.83,43.83,43.79,3110
WELSBACH TECHNOLOGY METALS ACQUISITION,11.1,1.93,10.97,11.1,10.97,3100
WHEELER REAL ESTATE INVESTMENT TRUST,57.01,0.0,61.0,61.0,57.0,3080
9F INC. ADS,2.78,11.42,2.95,2.95,2.77,3061
LINKAGE GLOBAL INC,2.77,0.0,3.05,3.05,2.77,3051
HOME FEDERAL BANCORP,11.25,0.0,11.25,11.25,11.23,3042
SONO-TEK CORP.,4.8,0.21,4.27,4.8,4.27,3033
FINWARD BANCORP,24.6,10.45,24.84,24.84,24.6,2994
ALTENERGY ACQUISITION,11.31,11.05,11.44,11.54,11.31,2962
B.O.S. BETTER ONLINE SOLUTIONS,2.82,1.08,2.79,2.82,2.74,2916
VERDE CLEAN FUELS INC.,4.84,7.32,4.53,4.84,4.5,2895
CB FINANCIAL SERVICES INC.,22.56,10.62,22.63,22.66,22.56,2860
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT,4.06,3.84,3.99,4.09,3.91,2830
GLOBAL STAR ACQUISITION INC.,11.07,10.63,11.08,11.1,11.01,2828
XENETIC BIOSCIENCES INC.,3.9,1.56,3.76,3.9,3.7,2811
ZHIBAO TECHNOLOGY INC.,3.8,0.0,3.94,3.94,3.77,2809
PLUM ACQUISITION,11.19,0.0,11.2,11.2,11.19,2809
CREATIVE MEDICAL TECHNOLOGY HLD.,4.31,12.05,4.31,4.31,4.31,2773
CONNECTONE BANCORP,19.82,11.39,20.14,20.14,19.82,2750
RAMACO RESOURCES,25.5,10.16,25.5,25.5,25.46,2713
OXFORD LANE CAPITAL,23.6,0.25,23.59,23.6,23.58,2700
ORIENTAL CULTURE HOLDING LTD,1.58,2.6,1.63,1.63,1.46,2698
DIGITAL HEALTH ACQUISITION,13.49,12.95,13.5,13.73,13.11,2676
KEEN VISION ACQUISITION,10.54,10.09,10.55,10.55,10.54,2635
MIDLAND STATES BANCORP,25.12,0.28,25.19,25.19,25.0,2634
HEARTLAND FINANCIAL USA,25.09,0.28,25.21,25.22,25.09,2624
COLISEUM ACQUISITION,10.85,0.0,10.9,10.9,10.85,2608
COLLPLANT BIOTECHNOLOGIES,5.76,17.4,5.73,5.76,5.71,2605
APX ACQUISITION,11.5,0.0,11.51,11.51,11.5,2600
WESTERN ACQUISITION VENTURES,10.88,0.0,10.77,10.88,10.77,2599
FOUR LEAF ACQUISITION,10.92,0.09,10.9,10.92,10.89,2583
CREATIVE MEDIA & COMMUNITY TRUST,2.97,10.34,2.96,3.04,2.96,2582
AIRNET TECHNOLOGY INC. ADS,1.07,0.0,1.05,1.14,1.05,2570
BRIGHT MINDS BIOSCIENCES INC.,1.1,12.65,1.1,1.14,1.1,2532
GYRODYNE LLC,7.84,0.0,7.84,7.85,7.81,2520
UNITED SECURITY BANCSHARES,7.3,10.14,7.31,7.33,7.3,2506
FORMULA SYSTEMS (1985),78.58,0.46,79.14,81.4,77.28,2503
ADDEX THERAPEUTICS LTD ADS,8.01,18.77,8.77,8.77,8.0,2498
PASITHEA THERAPEUTICS,6.4,12.29,6.58,6.78,6.4,2487
PRO-DEX INC.,19.74,1.13,19.57,19.74,19.51,2480
B. RILEY FINANCIAL,22.0,0.23,21.94,22.0,21.91,2473
MERCHANTS BANCORP DEPOSITARY SHARES,25.82,0.82,25.73,25.95,25.72,2464
PEOPLES BANCORP OF NORTH CAROLINA,29.89,0.1,29.8,29.98,29.8,2451
CALAMP CORP.,3.37,3.06,3.32,3.55,3.32,2442
GLOBAVEND HOLDINGS,1.6,1.91,1.6,1.6,1.54,2439
STEEL CONNECT INC.,11.6,3.2,11.51,11.6,11.35,2434
WILLAMETTE VALLEY VINEYARDS,4.1,1.23,4.1,4.1,4.1,2413
FIDELITY D & D BANCORP INC.,45.85,1.12,46.4,46.4,45.85,2402
BRIGHTSPRING HEALTH SERVICES,45.66,0.0,44.01,45.75,44.01,2385
CODA OCTOPUS GROUP INC.,6.64,1.37,6.9,6.9,6.64,2371
EXELA TECHNOLOGIES,1.95,2.09,1.9,1.95,1.87,2341
SUNRISE NEW ENERGY CO. LTD,0.77,0.0,0.78,0.78,0.77,2341
SANGOMA TECHNOLOGIES,5.05,11.37,5.12,5.17,4.86,2332
URGENT.LY INC.,1.99,12.93,2.05,2.05,1.95,2307
JIANZHI EDUCATION TECHNOLOGY GROUP CO.,2.25,4.65,2.16,2.25,2.16,2298
KAIROUS ACQUISITION,11.8,115.65,14.22,14.22,11.8,2294
ASSEMBLY BIOSCIENCES INC.,15.08,2.24,14.88,15.09,14.88,2271
PLURI INC.,6.02,12.43,6.32,6.32,5.47,2263
PERCEPTION CAPITAL,10.72,0.0,10.96,10.98,10.72,2226
CANNA-GLOBAL ACQUISITION CORP,11.3,0.0,11.3,11.3,11.3,2221
ATLANTIC COASTAL ACQUISITION,11.12,1.09,10.85,11.3,10.85,2213
GLADSTONE INVESTMENT,24.12,0.08,24.05,24.12,24.05,2175
LIBERTY BROADBAND,22.88,0.62,22.98,23.2,22.88,2124
TENX KEANE ACQUISITION RIGHT,0.2721,23.63,0.2791,0.2791,0.2721,2118
RF ACQUISITION CORP.,11.04,0.0,10.95,11.04,10.95,2112
AQUARON ACQUISITION,10.96,0.0,10.95,10.96,10.93,2103
EMBRACE CHANGE ACQUISITION CORP,11.22,0.0,11.25,11.25,11.22,2100
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,22.36,1.45,22.21,22.71,22.21,2098
QUADRO ACQUISITION ONE,11.05,0.0,10.95,11.05,10.94,2094
GREAT ELM CAPITAL,25.12,0.12,25.09,25.12,25.09,2083
PLANET IMAGE INTERNATIONAL,2.2,9.45,2.2,2.21,2.04,2068
ARK RESTAURANTS,15.59,3.52,16.01,16.04,15.52,2055
NORTECH SYSTEMS INC.,12.33,3.61,11.62,12.33,11.49,2022
NVNI GROUP LTD.,1.42,12.74,1.22,1.42,1.22,2018
CHS,30.51,10.55,30.76,30.76,30.35,2012
FTAI AVIATION,25.66,0.16,25.69,25.69,25.63,2009
LIFEMD,20.95,0.0,20.9,21.1,20.9,1996
PSYCHEMEDICS CORP.,2.57,14.46,2.55,2.57,2.55,1983
HIGHWAY HOLDINGS,2.11,10.94,2.17,2.17,2.11,1921
FUNDAMENTAL GLOBAL,16.99,10.06,16.85,17.0,16.5,1908
TSR INC.,13.15,0.08,13.2,13.2,13.13,1906
PIERIS PHARMACEUTICALS INC.,10.48,10.1,10.79,10.79,10.48,1902
CNB FINANCIAL CORP.,22.5,11.75,22.52,22.81,22.5,1900
HIGHEST PERFORMANCES HLD.,9.3,2.76,9.0,9.3,9.0,1892
CARECLOUD,11.91,11.0,11.91,11.91,11.36,1889
NAYAX,25.1,2.45,24.62,25.1,24.62,1876
FOCUS IMPACT ACQUISITION,11.09,0.0,11.09,11.09,11.09,1854
AFFINITY BANCSHARES INC.,17.13,0.12,16.96,17.13,16.96,1850
DIGITAL ALLY INC.,2.94,11.34,2.98,3.01,2.94,1850
JE CLEANTECH HOLDINGS,0.7001,10.01,0.7352,0.7352,0.7001,1845
HENNESSY ADVISORS INC.,7.25,0.0,7.25,7.28,7.21,1834
SYNCHRONOSS TECHNOLOGIES,21.0,0.0,21.0,21.03,21.0,1832
DONEGAL GROUP INC.,12.95,0.0,12.27,12.98,12.27,1814
ESH ACQUISITION,0.1001,131.77,0.124,0.124,0.1001,1800
SK GROWTH OPPORTUNITIES,11.07,10.09,11.13,11.13,11.07,1797
FIRST CITIZENS BANCSHARES,22.68,0.31,22.62,22.8,22.62,1789
B. RILEY FINANCIAL,19.11,0.58,19.19,19.26,19.11,1775
WESTERN ACQUISITION VENTURES,11.0,0.0,11.0,11.0,11.0,1770
NATURAL ALTERNATIVES INTERNATIONAL,6.54,0.62,6.5,6.54,6.47,1766
EVGO INC. WARRANTS,0.152,0.26,0.152,0.16,0.1511,1763
VALUE LINE INC.,41.4,1.72,41.34,41.4,40.44,1745
MEDALLION BANK FIXED-TO-FLOATING RATE N,25.15,0.44,25.16,25.16,24.52,1729
NOVA VISION ACQUISITION,12.0,0.0,11.93,12.0,11.89,1702
FTAI AVIATION,25.49,0.0,25.42,25.49,25.35,1678
AMERISERV FINANCIAL INC.,2.68,2.29,2.84,2.84,2.67,1669
GREAT ELM CAPITAL,24.71,0.04,24.85,24.86,24.71,1668
CREDIT SUISSE X-LINKS SILVER SHARES COV,81.64,0.06,81.71,81.71,81.64,1665
CYTOMED THERAPEUTICS,2.07,2.48,2.09,2.1,2.07,1658
NEW YORK MORTGAGE TRUST,21.47,10.51,21.35,21.47,21.14,1653
FIRST NATIONAL CORP.,15.55,0.26,15.69,15.7,15.55,1641
PHENIXFIN CORP.,22.44,1.49,22.39,22.5,22.39,1635
PYXIS TANKERS,24.99,0.2,24.97,24.99,24.96,1627
PRECIPIO INC.,5.87,13.29,5.85,5.9,5.85,1619
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,20.33,1.4,20.13,20.34,20.03,1618
JVSPAC ACQUISITION,0.33,127.47,0.284,0.3982,0.284,1609
BLACK HAWK ACQUISITION,10.13,0.0,10.13,10.13,10.13,1603
PROJECT ENERGY REIMAGINED ACQUISITION,8.35,0.0,8.8,8.8,7.93,1600
HUDSON ACQUISITION I,0.31,0.0,0.31,0.31,0.31,1600
TRAILBLAZER MERGER,10.79,0.0,10.79,10.79,10.79,1594
TITAN PHARMACEUTICALS INC.,6.42,14.46,6.48,6.48,6.39,1593
ASTROTECH CORP.,9.5,5.09,9.05,9.5,9.05,1572
VALNEVA SE ADS,8.52,11.05,8.55,8.55,8.36,1558
B. RILEY FINANCIAL,25.11,10.04,25.11,25.11,25.11,1557
MORINGA ACQUISITION CORP,11.25,0.0,11.3,11.4,11.2,1555
ATLANTICUS HOLDINGS,22.45,0.67,22.45,22.52,22.45,1539
PAPAYA GROWTH OPPORTUNITY,10.95,0.0,10.94,10.95,10.94,1532
LAKE SHORE BANCORP INC.,12.75,5.37,12.47,12.75,12.32,1525
DISTOKEN ACQUISITION,10.75,0.0,10.71,10.76,10.71,1515
99 ACQUISITION GROUP INC. UNIT,10.8,1.89,10.72,11.05,10.72,1511
CYCLACEL PHARMACEUTICALS,7.15,2.29,7.47,7.48,6.72,1511
DT CLOUD ACQUISITION,10.17,0.0,10.17,10.17,10.17,1509
ATLANTIC COASTAL ACQUISITION,11.04,13.33,10.99,11.09,10.92,1503
UTSTARCOM HOLDINGS CORP,2.88,11.03,2.9,2.9,2.85,1501
JEWETT-CAMERON TRADING CO.,5.34,0.38,5.44,5.44,5.34,1494
GDEV INC.,2.07,15.05,2.06,2.07,2.02,1493
WILLAMETTE VALLEY VINEYARDS,3.85,13.27,3.97,3.97,3.79,1492
BLOCKCHAIN COINVESTORS ACQUISITION,11.16,0.09,11.11,11.16,11.11,1490
CHINA JO-JO DRUGSTORES INC.,2.99,1.7,2.71,2.99,2.71,1485
LIXTE BIOTECHNOLOGY HLD.,2.43,1.67,2.48,2.48,2.35,1468
AMMO,26.5,10.56,26.35,26.5,26.35,1466
BOGOTA FINANCIAL,6.95,2.66,6.97,6.97,6.85,1463
MIND TECHNOLOGY,13.69,0.74,13.49,13.79,13.43,1448
FUTURE HEALTH ESG,10.96,0.0,11.4,11.59,10.96,1443
NICHOLAS FINANCIAL INC.,6.55,0.0,6.56,6.77,6.55,1441
INVESTCORP INDIA ACQUISITION,11.28,0.0,11.28,11.28,11.28,1422
CARTICA ACQUISITION CORP,11.15,10.09,11.14,11.21,11.14,1420
FIRST GUARANTY BANCSHARES,19.14,11.9,19.4,19.4,19.06,1404
CHENGHE ACQUISITION I CO. UNITS,11.25,0.0,11.05,11.25,11.05,1401
RHINEBECK BANCORP INC.,8.01,11.11,8.09,8.09,8.01,1388
XOMA CORP.,25.1,0.08,25.13,25.13,25.1,1385
HUDSON ACQUISITION I,10.95,11.88,10.98,11.28,10.95,1367
OLD POINT FINANCIAL,14.83,11.13,14.75,14.83,14.75,1359
FIRST INTERNET BANCORP FIXED-TO-FLOATIN,24.2,10.21,24.11,24.2,23.9,1354
CENTRAL PLAINS BANCSHARES INC.,10.03,10.2,10.11,10.11,10.03,1353
SWK HOLDINGS CORP.,25.13,0.04,25.12,25.14,25.12,1349
ECB BANCORP INC.,12.21,11.53,12.26,12.28,12.21,1347
RUNWAY GROWTH FINANCE,24.93,0.16,24.92,24.93,24.85,1341
SUMMIT STATE BANK,9.62,3.78,9.6,9.67,9.6,1341
GLADSTONE CAPITAL,25.25,10.16,25.28,25.28,25.23,1339
TLGY ACQUISITION,11.49,0.09,11.49,11.49,11.49,1334
ABACUS LIFE,25.31,11.02,25.42,25.47,25.21,1327
MARBLEGATE ACQUISITION,10.8,0.0,10.7,10.8,10.68,1320
B. RILEY FINANCIAL,21.52,2.14,21.49,21.64,21.49,1299
CITIZENS COMMUNITY BANCORP,11.3,10.79,11.25,11.3,11.25,1261
ALPHATIME ACQUISITION CORP,11.04,0.0,11.03,11.04,11.03,1255
LIBERTY MEDIA CORP.,23.56,12.6,23.56,23.56,23.56,1237
MIND TECHNOLOGY INC.,4.3,0.7,4.35,4.35,4.26,1203
COLISEUM ACQUISITION,10.76,0.0,10.89,11.28,10.76,1202
POLYPID,4.65,0.0,4.67,4.67,4.65,1196
ATLANTICUS HOLDINGS,22.32,0.59,22.45,22.46,22.16,1196
FTAI AVIATION,25.37,0.08,25.35,25.38,25.35,1195
GENERATIONS BANCORP NY INC.,10.5,0.0,10.5,10.5,10.5,1184
ATIF HOLDINGS LTD.,0.99,11.24,0.8898,0.99,0.8898,1182
NEW PROVIDENCE ACQUISITION,11.5,0.0,11.0,11.5,11.0,1177
TENX KEANE ACQUISITION ORD.,11.33,0.0,11.25,11.33,11.25,1172
OXFORD LANE CAPITAL,22.22,0.41,22.21,22.22,22.21,1170
CARBON REVOLUTION PUBLIC,11.11,10.18,10.62,11.11,10.62,1161
STAR EQUITY HLD.,9.3,10.75,9.31,9.36,9.3,1144
KERNEL GROUP HLD.,10.94,0.0,10.75,10.94,10.71,1134
SOTHERLY HOTELS,19.02,11.65,19.31,19.31,19.02,1115
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,10.31,0.0,10.31,10.31,10.31,1112
FREIGHTOS LTD.,2.35,10.42,2.3,2.36,2.3,1107
WESBANCO,24.59,0.74,24.48,24.59,24.38,1106
JANOVER INC.,1.09,0.0,1.11,1.11,1.07,1100
ALPHAVEST ACQUISITION CORP UNIT,11.1,0.27,11.23,11.55,11.1,1096
HOVNANIAN ENTERPRISES,18.05,0.28,18.08,18.14,18.0,1070
MARS ACQUISITION,10.8,0.0,10.84,10.84,10.8,1063
PURETECH HEALTH PLC ADS,29.25,0.0,29.4,29.4,29.25,1061
VACCINEX INC.,5.4,4.85,5.24,5.4,5.24,1052
CARLYLE SECURED LENDING,25.54,0.59,25.47,25.54,25.43,1048
ATLANTIC AMERICAN,1.65,11.79,1.68,1.68,1.65,1044
MDB CAPITAL HOLDINGS LLC,8.81,12.11,8.57,8.81,8.57,1043
GLADSTONE COMMERCIAL,22.54,0.4,22.65,22.74,22.54,1040
WHEELER REAL ESTATE INVESTMENT TRUST,17.79,0.91,17.9,18.0,17.79,1031
OCULIS HOLDING AG,11.85,10.42,11.9,11.9,11.85,1028
PRESIDIO PROPERTY TRUST,17.83,5.69,17.05,17.83,17.05,1023
HORIZON SPACE ACQUISITION I,0.0876,0.0,0.0908,0.091,0.0876,1000
BANCFIRST CORP.,25.62,0.47,25.5,25.62,25.5,995
FAT BRANDS INC.,5.14,13.56,4.81,5.14,4.8,987
MAGYAR BANCORP INC.,11.07,0.18,11.09,11.09,11.07,981
SHL TELEMEDICINE LTD ADS,5.52,11.25,5.55,5.98,5.28,962
FTAI AVIATION,25.14,0.48,25.09,25.15,25.09,953
SURO CAPITAL,24.12,0.12,23.95,24.12,23.81,944
FIRST SAVINGS FINANCIAL GROUP,16.65,10.18,16.94,16.99,16.65,944
PHENIXFIN CORP.,45.25,0.07,43.95,45.25,43.95,941
CREDIT SUISSE X-LINKS GOLD SHARES COVER,148.7,0.28,148.97,148.97,148.7,931
CF BANKSHARES INC.,19.07,2.2,18.72,19.07,18.72,925
BURTECH ACQUISITION,11.3,13.42,11.7,11.7,11.3,916
BELLEVUE LIFE SCIENCES ACQUISITION,10.73,0.0,10.8,10.8,10.73,903
OFS CAPITAL CORP.,22.05,0.0,22.05,22.05,22.05,903
BELLEVUE LIFE SCIENCES ACQUISITION,11.31,0.0,11.47,11.47,11.21,900
CORNER GROWTH ACQUISITION,11.49,0.0,10.71,11.49,10.06,900
BREEZE HLD.,11.45,0.17,11.45,11.45,11.45,879
GOLDEN STAR ACQUISITION,10.5,13.23,10.85,10.85,10.5,841
GLOBAL PARTNER ACQUISITION CORP II ORD,11.31,10.35,11.31,11.31,11.31,841
UNITED BANCORP INC.,12.31,11.52,12.5,12.5,12.31,838
VERICITY INC.,11.34,0.53,11.34,11.34,11.34,814
PONO CAPITAL TWO INC. UNIT,13.2,16.25,14.0,14.0,13.2,807
CAPITALWORKS EMERGING MARKETS ACQUISITI,10.9,0.0,11.0,11.4,10.9,802
MOUNTAIN UNIT,11.56,0.0,11.56,11.67,11.56,800
TARGET GLOBAL ACQUISITION I,11.13,0.0,10.81,11.21,10.81,800
FTAC EMERALD ACQUISITION,10.7,0.38,10.7,10.7,10.7,779
QUETTA ACQUISITION,10.75,0.0,10.75,10.75,10.75,771
DIME COMMUNITY BANCSHARES,17.9,10.44,17.42,17.9,17.42,769
DP CAP ACQUISITION CORP I,11.15,0.0,11.15,11.15,11.15,769
PERCEPTION CAPITAL,10.78,0.0,10.78,10.78,10.78,761
CORNER GROWTH ACQUISITION,11.2,1.91,11.03,11.2,11.03,722
MEDIROM HEALTHCARE TECHNOLOGIES,5.42,11.81,5.42,5.42,5.42,718
MAINSTREET BANCSHARES,22.69,0.93,22.78,22.78,22.69,700
DT CLOUD ACQUISITION,0.22,0.0,0.2,0.22,0.2,700
GOLDENSTONE ACQUISITION,11.09,0.0,11.1,11.1,11.09,699
IF BANCORP INC.,16.75,10.59,16.75,16.75,16.75,694
CLEAN ENERGY SPECIAL SITUATIONS,10.58,0.0,10.3,10.58,10.3,693
POWERUP ACQUISITION,12.0,0.0,11.9,12.0,11.9,687
PLUTONIAN ACQUISITION,9.11,18.62,8.23,9.11,8.23,684
99 ACQUISITION GROUP,0.2499,14.11,0.25,0.25,0.2499,682
INCEPTION GROWTH ACQUISITION,11.16,0.18,11.18,11.18,11.16,676
MERCURITY FINTECH HOLDING,1.49,2.05,1.49,1.49,1.49,676
TC BANCSHARES INC.,13.9,2.89,13.9,13.9,13.9,638
AURORA MOBILE LTD.,3.15,2.61,3.15,3.15,3.15,629
TRIUMPH FINANCIAL,22.15,10.45,22.17,22.17,22.15,629
ATLAS,24.54,0.57,24.54,24.54,24.54,617
CLIMATEROCK,11.44,0.0,11.44,11.44,11.44,615
PLUM ACQUISITION,11.14,0.0,11.4,11.4,11.14,612
FALCON S BEYOND GLOBAL INC.,10.65,3.9,10.75,10.75,10.25,603
BYNORDIC ACQUISITION,11.19,10.18,11.19,11.19,11.19,602
CORNER GROWTH ACQUISITION,11.1,10.09,11.1,11.1,11.09,602
MOUNTAIN CREST ACQUISITION,0.14,0.0,0.14,0.14,0.14,600
TMT ACQUISITION CORP UNIT,11.1,0.0,11.1,11.1,10.99,600
ALPHAVEST ACQUISITION CORP RIGHT,0.1294,10.46,0.1374,0.14,0.1294,600
TARGET GLOBAL ACQUISITION I,11.3,0.0,11.3,11.3,11.3,596
LEAD REAL ESTATE CO. LTD ADS,4.98,3.32,4.85,4.98,4.85,589
PROVIDENT FINANCIAL HLD.,12.74,1.27,12.49,12.87,12.49,576
JOWELL GLOBAL,1.15,0.88,1.15,1.15,1.15,574
G. WILLI-FOOD INTERNATIONAL,9.34,0.11,9.34,9.36,9.32,572
FORTUNE RISE ACQUISITION,11.5,0.0,11.5,11.5,11.5,568
OXFORD LANE CAPITAL,23.81,10.08,23.81,23.81,23.81,563
VISION SENSING ACQUISITION,11.5,0.0,11.5,11.5,11.5,562
FGI INDUSTRIES,1.09,12.68,1.09,1.09,1.09,549
